Order Id,Company Id,Company Name,Date,Order Value,Converted
FPN2NJG87LBNVXOS,7RVA8TIVBLBXMNO4,Biophysical Battleground,1/19/2015,2993,1
AP7PK4WOUN7VFL0C,7RVA8TIVBLBXMNO4,Biophysical Battleground,11/26/2016,9234,0
7NK90OVCTIXFNYRG,7RVA8TIVBLBXMNO4,Biophysical Battleground,6/3/2017,2815,0
ZLBALMLWQND36W00,KKM6EZRN9W5NYXP6,Verbal Greenwich,9/2/2018,5318,0
M84KY0H9WE2TL2L0,KKM6EZRN9W5NYXP6,Verbal Greenwich,10/9/2015,2610,0
9GJJY7QEHYN0KK2T,KKM6EZRN9W5NYXP6,Verbal Greenwich,3/17/2015,5425,0
TDGETQOVDKQ7G75K,KKM6EZRN9W5NYXP6,Verbal Greenwich,7/13/2014,5465,0
O4UDE5749976MLEV,KKM6EZRN9W5NYXP6,Verbal Greenwich,4/10/2014,9004,0
WEZC6L6FUVZC3YDJ,KKM6EZRN9W5NYXP6,Verbal Greenwich,6/12/2017,4451,0
7OJ5C6JX3ECMX5TR,KKM6EZRN9W5NYXP6,Verbal Greenwich,1/21/2017,5699,0
FXNCE1CW9GERT73H,KKM6EZRN9W5NYXP6,Verbal Greenwich,4/28/2014,8361,0
NDIQL43R4XF00BP2,KKM6EZRN9W5NYXP6,Verbal Greenwich,7/29/2018,8314,0
GPNI3NBHY33SKGQ5,KKM6EZRN9W5NYXP6,Verbal Greenwich,5/13/2014,5417,1
8UO2V1M1E0NXNYNC,KKM6EZRN9W5NYXP6,Verbal Greenwich,7/9/2016,9135,0
9RJFV08PRDKI9XVT,KKM6EZRN9W5NYXP6,Verbal Greenwich,8/20/2017,3526,1
W0561AD63VBDU1P6,KKM6EZRN9W5NYXP6,Verbal Greenwich,3/18/2015,2279,0
H0G4ADIJUHT1VQ0F,KKM6EZRN9W5NYXP6,Verbal Greenwich,9/21/2018,2108,0
PU6RJ9MP60M1X9RA,KKM6EZRN9W5NYXP6,Verbal Greenwich,8/23/2015,1289,0
DUMNFB5O85U8X6BE,KKM6EZRN9W5NYXP6,Verbal Greenwich,2/17/2015,8237,0
5RABSU0AHNW2EGDW,KKM6EZRN9W5NYXP6,Verbal Greenwich,5/22/2017,5234,0
RZ8ANVAEKLILZS90,KKM6EZRN9W5NYXP6,Verbal Greenwich,5/25/2014,6793,0
AT53FXESFEOEPUYN,KKM6EZRN9W5NYXP6,Verbal Greenwich,5/27/2015,9620,1
XZRIYPEEHPW0PBUK,KKM6EZRN9W5NYXP6,Verbal Greenwich,5/23/2014,843,0
9WNXZMFWU3Z53L9K,KKM6EZRN9W5NYXP6,Verbal Greenwich,3/17/2018,5257,0
53LDBYOKQD8YKGQA,KKM6EZRN9W5NYXP6,Verbal Greenwich,10/6/2017,6231,0
79PI0RH37Z4JPHAW,KKM6EZRN9W5NYXP6,Verbal Greenwich,5/18/2015,1875,0
0BHU2OLZXRLHW7YN,KKM6EZRN9W5NYXP6,Verbal Greenwich,9/19/2016,2737,0
ZM8E082FEWVLHZ93,KKM6EZRN9W5NYXP6,Verbal Greenwich,9/29/2015,4430,1
KCC7H7KU44XQHZ71,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,4/20/2016,7363,0
MNPOI21XTC7BS56B,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,4/26/2016,444,1
AMJA3KBWZWN7S4B2,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,10/8/2016,8136,1
SUKNQOP58IOA3MPT,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,8/15/2016,7148,0
71TL6DY3X4H3P28C,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,7/15/2014,8423,1
4QZI9WC1HDBEI20L,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,11/15/2017,628,0
XL6QT6D5QQL46ATJ,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,7/21/2018,5878,1
2XP9ETFTC804KQPM,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,11/16/2018,6088,0
6Y900PSOU7ZDV34M,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,9/9/2015,5697,0
0D778LL4ID5J2W91,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,5/5/2015,1760,0
PNG87HYUMCG1HF3F,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,7/10/2016,7179,0
0JSKJA646COD0591,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,6/3/2016,9364,0
4EQSQP05EV0SQUAW,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,9/9/2018,8077,0
WR15UB6O3FH9P0L9,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,9/24/2016,886,0
III4SSOWCHFS17YQ,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,4/12/2018,4672,0
L257CSOXV5LEH9UH,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,12/2/2016,2996,1
MMCUCU4ON5MZ5OWY,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,4/6/2018,7911,0
KUP2CXA0GEUDD5QS,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,10/18/2018,2057,0
6LNSYOH9SR5Y2DFQ,NBJDWUB8J2DHLH29,Unpremeditated Heliopolis,8/4/2015,7321,0
WEOXQPAKVF3TYFZL,D3Q0HECTK80RRGGO,Excitatory Joint,1/30/2016,7807,0
E804D4882DAN5AG9,D3Q0HECTK80RRGGO,Excitatory Joint,11/7/2016,8981,0
1Z0BTY402ZTUFTWD,D3Q0HECTK80RRGGO,Excitatory Joint,3/28/2014,7133,0
SHZHLE9ETJIIKOJP,D3Q0HECTK80RRGGO,Excitatory Joint,5/19/2015,1453,0
CJD4ZTWZDVO1BBI8,D3Q0HECTK80RRGGO,Excitatory Joint,11/21/2014,2193,1
R4XRDUKBXHA4PEOP,D3Q0HECTK80RRGGO,Excitatory Joint,9/17/2017,5681,0
E9NAN8LHODUSVBKU,D3Q0HECTK80RRGGO,Excitatory Joint,10/22/2014,6208,0
JY6ATCZZOZUOK215,D3Q0HECTK80RRGGO,Excitatory Joint,5/3/2018,9014,0
HGBPUR77K9S4DTRR,D3Q0HECTK80RRGGO,Excitatory Joint,6/28/2018,9191,0
91RYCCZF02FIXGS6,D3Q0HECTK80RRGGO,Excitatory Joint,1/20/2017,9552,0
47I3EAUZMZUXKGPS,D3Q0HECTK80RRGGO,Excitatory Joint,12/2/2016,4900,0
SJXFU920L0K2QHXV,D3Q0HECTK80RRGGO,Excitatory Joint,4/22/2014,3205,1
SN7BEMDXX1RPF2UT,D3Q0HECTK80RRGGO,Excitatory Joint,8/18/2017,7681,0
MX2YPAEU69DUOQQZ,D3Q0HECTK80RRGGO,Excitatory Joint,12/3/2017,3445,0
MF12NN0TAJDIW7TK,D3Q0HECTK80RRGGO,Excitatory Joint,9/20/2014,2174,0
U303YUJXGRSJBK53,D3Q0HECTK80RRGGO,Excitatory Joint,9/21/2017,8371,0
O5ERYWAXQYGDEKNX,D3Q0HECTK80RRGGO,Excitatory Joint,10/22/2014,386,1
V40G67JI8A83ZD5K,D3Q0HECTK80RRGGO,Excitatory Joint,11/1/2014,6994,0
US1A0DHSYO98LPXQ,D3Q0HECTK80RRGGO,Excitatory Joint,1/18/2018,7766,1
X3KU73CF9D0XS3VO,D3Q0HECTK80RRGGO,Excitatory Joint,12/10/2016,3327,1
YCM5I6LNR2OHQYV4,D3Q0HECTK80RRGGO,Excitatory Joint,12/23/2018,6058,0
C7FC12OSXWX91T0O,D3Q0HECTK80RRGGO,Excitatory Joint,5/10/2018,6441,0
GNLNYNMPTR4931KT,KGJBNJQHPF0WZ6SI,Dandy Fist,10/11/2015,5798,0
NKTFNOZ5ERHKU4N5,KGJBNJQHPF0WZ6SI,Dandy Fist,3/6/2015,7506,0
7R64L37LXDA0I6F7,KGJBNJQHPF0WZ6SI,Dandy Fist,5/24/2017,3360,0
7TCLDC2ID53PVIL1,KGJBNJQHPF0WZ6SI,Dandy Fist,8/21/2016,7466,0
XW8G90SR3LUYUYPA,KGJBNJQHPF0WZ6SI,Dandy Fist,7/12/2017,5420,0
ZPF427Z87FFFWJNW,KGJBNJQHPF0WZ6SI,Dandy Fist,11/28/2016,2346,0
PNP8BB0B39BYWGL1,KGJBNJQHPF0WZ6SI,Dandy Fist,3/21/2015,8077,0
X897D4L4HN6PJXOB,KGJBNJQHPF0WZ6SI,Dandy Fist,7/10/2015,2780,0
YFWY6ML1I2EXZLCS,KGJBNJQHPF0WZ6SI,Dandy Fist,12/22/2018,351,0
U5L3DIA4T868ALK7,KGJBNJQHPF0WZ6SI,Dandy Fist,10/29/2017,1527,0
UI4M5YYH938PQNUB,KGJBNJQHPF0WZ6SI,Dandy Fist,10/23/2018,4661,0
P07DDK8SD27H0KXR,KGJBNJQHPF0WZ6SI,Dandy Fist,10/19/2018,2253,0
KQTT4M3ZJXD22YZB,KGJBNJQHPF0WZ6SI,Dandy Fist,7/21/2014,1483,0
S3DAFDQR6LXTNH5O,KGJBNJQHPF0WZ6SI,Dandy Fist,4/7/2018,6733,0
N0AUKE5HOBKPZVYA,KGJBNJQHPF0WZ6SI,Dandy Fist,4/16/2018,5293,0
GMBH1O5T7P5SZOZZ,KGJBNJQHPF0WZ6SI,Dandy Fist,8/10/2017,8114,0
L5NHTF8CNED8BF19,KGJBNJQHPF0WZ6SI,Dandy Fist,1/26/2017,3556,0
IWT28DFEV57TT5JJ,KGJBNJQHPF0WZ6SI,Dandy Fist,2/5/2016,8187,0
XZ3ANE1ERIWGH3WP,KGJBNJQHPF0WZ6SI,Dandy Fist,2/11/2018,5111,0
UG3GDH1IBZMS455B,KGJBNJQHPF0WZ6SI,Dandy Fist,7/13/2016,3049,1
0MCKZMUWGRB11YO8,7FLAHMERFCITB6RT,Various Caesar,8/11/2014,1782,1
K0Y45BWK354B2OKA,7FLAHMERFCITB6RT,Various Caesar,3/10/2015,977,1
FJDG71C5R2K85AL3,7FLAHMERFCITB6RT,Various Caesar,12/10/2017,270,0
DIK1XR48OIZCN2K5,7FLAHMERFCITB6RT,Various Caesar,7/6/2017,1754,0
BV35V7ENONFVU7NM,7FLAHMERFCITB6RT,Various Caesar,2/24/2015,478,0
MC45IK7KAKVWUPPZ,7FLAHMERFCITB6RT,Various Caesar,9/16/2015,4017,0
X6ZDT6P0874W78RC,7FLAHMERFCITB6RT,Various Caesar,10/2/2014,2442,1
6485L77OUG59X2OT,7FLAHMERFCITB6RT,Various Caesar,11/3/2014,2118,0
22YSOLIP0T9DKIZV,7FLAHMERFCITB6RT,Various Caesar,3/4/2016,8036,0
20AXQRCM0KS0CXUY,7FLAHMERFCITB6RT,Various Caesar,6/2/2017,3528,0
4EX11YI1WDPC4X9S,7FLAHMERFCITB6RT,Various Caesar,8/8/2015,5800,1
MQOV98NN4CB77EQJ,7FLAHMERFCITB6RT,Various Caesar,8/11/2016,8063,0
8XTU6XYGO878LCKU,7FLAHMERFCITB6RT,Various Caesar,9/25/2016,7873,0
HKIEB5FCPQM7462E,7FLAHMERFCITB6RT,Various Caesar,7/18/2014,7007,0
XZC8I9HZ1S8X38IB,7FLAHMERFCITB6RT,Various Caesar,6/25/2018,2869,0
Q2NTDCNARNQVV4N5,7FLAHMERFCITB6RT,Various Caesar,9/19/2015,9107,0
0M4NXC9R68CXQBBX,7FLAHMERFCITB6RT,Various Caesar,5/7/2017,9192,0
AV26EZ6B8RU3XBKG,7FLAHMERFCITB6RT,Various Caesar,5/3/2016,7582,0
1PV5IN27W27TEL87,7FLAHMERFCITB6RT,Various Caesar,12/22/2016,7978,0
BIYM8E4SGXJIA97E,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,11/13/2016,2873,0
UX2C1MDJ9F203UL2,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,4/6/2017,4835,0
DQL5USGKJNNJVSNI,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,1/27/2015,8501,0
P84WQ1CC9ABHS6S6,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,10/10/2014,3475,0
UHKTOINVFEYMV562,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,8/11/2017,3618,1
O13P6EZWBUNUSOUK,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,7/7/2018,1806,0
5R1H2079QLL17D3U,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,10/30/2014,4333,0
J40JLFEJUX25GA99,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,9/18/2014,2065,0
N8FVMWHIHHUT78VI,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,3/17/2017,9644,0
XSHEVFGFDM4P8B82,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,7/3/2015,8895,1
O1B6G566ZLL24B9V,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,11/16/2016,7807,0
Q8E7LOK7XL94PZJK,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,1/5/2016,567,1
NZ5VWK4GACL1QLTW,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2/12/2018,6655,0
RMCP1DPP68JHNMZQ,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,8/18/2014,2917,0
E1FDSV5IG8Y9T2YL,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,10/8/2014,4658,1
A9HO2L734OOU7DFC,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,1/7/2015,3407,0
0BNOA7PMMRO9B685,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,5/13/2017,4533,0
AIY1UNQ76NEAS142,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,3/2/2017,1821,0
CQIWQ5OGLUR9EXI4,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,11/28/2014,9917,0
WTL1WS0Y58KQ1P5Q,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,8/22/2017,7060,1
EXLV8NQJOWWA3SGZ,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,10/24/2015,9660,0
7D5NP1FETHNE9G4H,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,10/4/2017,3695,0
JDDBNI8K2MXEEGPD,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,2/20/2015,4051,0
MCW5TOIBAUVQNTZS,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,12/24/2016,6253,0
7IO0GPQDMZ7S7CMQ,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,5/10/2017,7129,0
PR3IBVO2O0QSW8DH,JYRK7UHZXGX4DLSX,Unhesitant Capercailzie,7/29/2018,2687,0
8TR22C5VIXFOBX0L,TAW7IY2L2IKUCCGC,Priestly Item-Categories,5/9/2014,2066,0
LD7ICLGCAPDVJAH0,TAW7IY2L2IKUCCGC,Priestly Item-Categories,7/18/2014,4099,0
TARU7P801K80QV8F,TAW7IY2L2IKUCCGC,Priestly Item-Categories,8/20/2016,5140,1
9GVA2LJJ7LLMQXUV,TAW7IY2L2IKUCCGC,Priestly Item-Categories,6/8/2017,758,1
B5N53HUZUDIYYEEQ,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2/21/2016,2306,0
SKCU5DZCO0X6STX0,TAW7IY2L2IKUCCGC,Priestly Item-Categories,1/20/2018,9001,0
N7VO0G3FCUHN1DOK,TAW7IY2L2IKUCCGC,Priestly Item-Categories,10/6/2015,711,0
L0N408YQ5QWWECST,TAW7IY2L2IKUCCGC,Priestly Item-Categories,7/6/2015,1961,0
L0ANPFOCXB559AUQ,TAW7IY2L2IKUCCGC,Priestly Item-Categories,9/15/2016,4802,1
T0584YY2M13PLU1R,TAW7IY2L2IKUCCGC,Priestly Item-Categories,5/12/2017,8606,0
NF1HZ2S7ES4UPUSW,TAW7IY2L2IKUCCGC,Priestly Item-Categories,3/19/2016,3898,0
GBDXUHDI38G5FYPZ,TAW7IY2L2IKUCCGC,Priestly Item-Categories,10/2/2018,6224,0
08ED30RUYOG50EXB,TAW7IY2L2IKUCCGC,Priestly Item-Categories,2/16/2016,2710,0
